Person Number,Location Code,Craft Vs Professionals,Area,Business Function
516549,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
506246,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Project Management & Controls
535510,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Supply Chain
536810,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
504223,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
513264,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Finance
537833,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
537778,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
547428,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
502181,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
521693,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Finance
543698,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
540960,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
519472,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
509624,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
502469,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
522717,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
543336,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
504413,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
514645,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
519900,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
520687,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
521850,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
542645,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
543022,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Human Resources
536489,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
537332,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Project Management & Controls
536335,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Supply Chain
500864,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
536889,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
522574,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Engineering
517829,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
511433,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
522148,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
536897,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
541003,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Human Resources
535682,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Supply Chain
522077,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
539756,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
545417,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
513900,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
518138,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
536928,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Supply Chain
541615,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
506696,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Engineering
524037,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Engineering
535731,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
509831,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Project Management & Controls
505504,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
537615,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
521603,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
537423,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
521622,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
513173,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
518927,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
503764,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Commercial
515044,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Project Management & Controls
519010,Campeche MX,PROFESSIONAL,"North, Central and South America",QHSES
537693,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
536740,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Finance
522983,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
501885,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Project Management & Controls
500032,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Supply Chain
521554,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
503788,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Finance
521787,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Information Technology
527459,Campeche MX,PROFESSIONAL,"North, Central and South America",QHSES
544523,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
513330,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Commercial
506209,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Project Management & Controls
503865,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
522801,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
501043,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
515309,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
525122,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Supply Chain
536823,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
506364,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Engineering
546259,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
522315,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
517060,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
503716,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
545039,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Project Management & Controls
539309,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Engineering
538156,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
539933,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Finance
517620,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Engineering
541939,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
542649,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
505330,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
502494,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
546258,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Supply Chain
542735,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
511374,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
518857,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
536749,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Engineering
517845,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
509887,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
511366,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
544686,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
513540,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
510499,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Supply Chain
538514,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
516641,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Human Resources
503807,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Information Technology
518960,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
527587,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Marine
539616,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
541002,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Human Resources
543729,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
522549,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
522558,Campeche MX,PROFESSIONAL,"North, Central and South America",QHSES
542783,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Human Resources
536874,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
502715,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
519403,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
540934,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
537697,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
503572,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Finance
500048,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Supply Chain
504673,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Supply Chain
514834,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
505845,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
513580,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
512689,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Engineering
537405,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
536721,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Engineering
536642,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Engineering
502190,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Information Technology
522059,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
538146,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
537625,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
545083,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
522985,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
518203,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Project Management & Controls
536999,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Information Technology
500166,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
536311,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Supply Chain
510288,One McDermott Center,PROFESSIONAL,"North, Central and South America",Engineering
521596,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
536984,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
509695,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
517468,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
518856,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
518774,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
536134,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
509814,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
500016,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Supply Chain
517059,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
518713,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Engineering
522715,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
542439,Mexico City MX Blvd Manuel,PROFESSIONAL,"North, Central and South America",Engineering
537055,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
522742,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
544058,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",QHSES
519960,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Project Management & Controls
